Time,residuals
0.0,-0.24084965097263833
1.0,0.29825232905014826
2.0,-0.11914664129968422
3.0,-0.12224934871728924
4.0,0.21653029290990067
5.0,0.2511068367932988
6.0,0.9145788837956965
7.0,0.03316190589060103
8.0,0.008010511166286705
9.0,-0.30149476066441766
10.0,0.39315356235598287
11.0,-0.20985713485457566
12.0,-0.2730640431107538
13.0,-0.13930742137386376
14.0,-0.35006481511633275
15.0,-0.28011685161909544
16.0,0.3580948797358936
17.0,0.12391614699996689
18.0,-0.20626936363526785
19.0,0.2421494099633944
20.0,-0.059813191292112544
21.0,-0.31157378530040125
22.0,-0.14729916891001768
23.0,0.15904397967689887
24.0,-0.013751762887372065
25.0,0.12754143045896493
26.0,-0.22250490536328468
27.0,-0.23775952408528794
28.0,-0.08848279358928007
29.0,0.33691890505232025
30.0,-0.020469764881166475
31.0,0.48274954227204814
32.0,0.03471009812083342
33.0,0.07251515956666288
34.0,0.11403430120045954
35.0,-0.30938559941603516
36.0,0.23240298411579385
37.0,-0.16201181158534864
38.0,0.07429303405505971
39.0,0.09610847386296767
40.0,0.29121185169930125
41.0,-0.06371876775705665
42.0,0.288186998732398
43.0,-0.00135509214434687
44.0,-0.1046540480938774
45.0,-0.054784191440782115
46.0,-0.13781996431498822
47.0,0.13745928477933894
48.0,-0.06248676363042771
49.0,0.3342954435712263
50.0,0.3578571414634575
51.0,-0.14600649180851394
52.0,-0.238794203026517
53.0,-0.0817780565445918
54.0,0.01438100608798304
55.0,0.10640197009479885
56.0,0.11268690582419755
57.0,-0.25903337490811174
58.0,0.19585113923703917
59.0,-0.13095622107174948
60.0,-0.16550891930574033
61.0,-0.013506684264056823
62.0,-0.1843290443063819
63.0,0.030069722176016
64.0,0.02571743357434636
65.0,-0.1882782369220193
66.0,-0.10889616973778593
67.0,-0.013165628684349007
68.0,0.5064300474944282
69.0,-0.3960296968332983
70.0,-0.0376553357441492
71.0,-0.08471819255427493
72.0,0.03951495678043476
73.0,0.5457656207563177
74.0,-0.3434063513495952
75.0,-0.3385299530367447
76.0,0.18125525315532337
77.0,0.31756131263465154
78.0,0.16430943921861463
79.0,-0.26735758428738904
80.0,0.08938716651067913
81.0,-0.10104812324521728
82.0,-0.18005352707993258
83.0,-0.11676367246052027
84.0,-0.30897189508316736
85.0,0.163438175519816
86.0,0.011186025815981715
87.0,-0.24293177463637536
88.0,0.5855281209900052
89.0,-0.049871473869421146
90.0,-0.026167452056684137
91.0,-0.19731693485029256
92.0,0.2861854077521303
93.0,0.23855795050256473
94.0,-0.38276555708989357
95.0,0.0854752141625737
96.0,0.31586564810340145
97.0,-0.050558032706030986
98.0,-0.06495007387491347
99.0,-0.18336002452975003
100.0,-0.19916025109045393
101.0,-0.12612872164796796
102.0,-0.22081570466779202
