Time,residuals
0.0,0.5336367814369869
1.0,-0.04971925338107025
2.0,-0.11097816465004331
3.0,-0.1094453374404368
4.0,-0.05938925790472707
5.0,0.6313711569170581
6.0,-0.09415103948869549
7.0,-0.07119176591312512
8.0,0.15474641955172103
9.0,-0.12559415768538845
10.0,-0.10672320072211977
11.0,0.016350648291913017
12.0,0.4289691911363438
13.0,-0.11781376911642008
14.0,0.06449999797931033
15.0,-0.15343272806642017
16.0,-0.14319653193723952
17.0,0.07190507946371266
18.0,0.5658736574091845
19.0,-0.06397210460113487
20.0,0.37676110430920423
21.0,-0.10105323666635851
22.0,-0.10068050715626106
23.0,0.3047847724524148
24.0,-0.11236588766972153
25.0,-0.09849051464035158
26.0,0.10183474371262968
27.0,0.7049092460968616
28.0,0.06052289122985616
29.0,0.45372971079370983
30.0,-0.07923659173492825
31.0,0.022721111121779547
32.0,-0.12622602528250285
33.0,0.004504564108117837
34.0,0.3878818410141734
35.0,0.08447802388666203
36.0,0.13351308800003425
37.0,-0.15585671034730628
38.0,0.006843369379110342
39.0,0.5843170817171204
40.0,-0.05450457150461699
41.0,-0.014639706316852796
42.0,-0.019812082044784185
43.0,0.07001886977294763
44.0,-0.11140342967348324
45.0,-0.15609775007414212
46.0,-0.0860973266168174
47.0,-0.00010252005768190964
48.0,-0.002700893726424347
49.0,0.50644522756504
50.0,-0.07919843844376029
51.0,-0.033256844597928326
52.0,0.3987299205989955
53.0,-0.09806848615565184
54.0,0.020400687062586687
55.0,0.047872834357288896
56.0,-0.030852163553111545
57.0,-0.14404990654053668
58.0,-0.13393459960851872
59.0,-0.046707678525850505
60.0,-0.042559291698005625
61.0,0.0690189976180281
62.0,0.04383024497692245
63.0,0.09682824378013938
64.0,0.18805540991639852
65.0,0.26404470164330685
66.0,-0.14995241940702217
67.0,-0.07990180460859211
68.0,0.04368088630246003
69.0,0.2710114881605097
70.0,-0.13055376703331611
71.0,-0.11217621123681035
72.0,0.06680479458348709
73.0,0.21985846419770394
74.0,-0.10070906377968167
75.0,-0.03763688239097071
76.0,0.01919262526403731
77.0,0.39306377681991994
78.0,0.5625153365352886
79.0,-0.055586662808668724
80.0,0.12393830708091524
81.0,0.479236724018091
82.0,0.3357480962438868
83.0,-0.14006290675711752
84.0,-0.13679431964895203
85.0,-0.054564281859605934
86.0,-0.03416322124208496
87.0,0.17384753741831604
88.0,-0.1487583413636049
89.0,-0.14950374625130552
90.0,-0.05535082845799588
91.0,0.20933215066464678
92.0,0.07045918896407183
93.0,0.08368869665439177
94.0,0.02484052182574248
95.0,-0.09780866045909689
96.0,-0.15379806822046688
97.0,-0.11019099489103487
98.0,-0.08642608443978628
99.0,-0.09639481343439293
100.0,0.044001754694924955
101.0,0.46606202070559893
102.0,-0.10178206129189676
103.0,-0.14623557729946074
104.0,0.33391153269315793
105.0,-0.15401717958526134
106.0,0.3306711331578181
107.0,0.13756922341134492
108.0,0.19524850234460378
109.0,0.5361348820458369
110.0,-0.06932525305640092
111.0,0.030667965477579273
112.0,-0.1230120243469873
113.0,0.14692931898911332
114.0,0.05003188404995995
115.0,0.335241276491705
116.0,-0.13715107289855522
117.0,-0.12075097641684748
118.0,-0.05663468664592011
119.0,0.023118898482386407
120.0,0.4131169229421506
121.0,-0.1575684815498714
122.0,-0.04121554855401466
123.0,0.10241705587110178
124.0,0.3961454822165306
125.0,-0.14005968472520175
126.0,0.09299565486102529
127.0,0.38598412550067657
128.0,-0.09974559827195187
129.0,-0.07270648014167957
130.0,-0.1386853180789843
131.0,0.11433175164212184
132.0,0.2986673924482337
133.0,-0.15336415605350268
134.0,0.03468388159353292
135.0,0.25425340775194
136.0,-0.14051288812837154
137.0,-0.1266053074307734
138.0,-0.034268962090977684
139.0,0.08424718337185494
140.0,0.18890055999272343
141.0,-0.13651779974944653
142.0,-0.06474152823617943
143.0,0.006538056133711556
144.0,-0.08422861142952331
145.0,-0.15616999570122475
146.0,-0.04250391570800202
147.0,0.08809505892828806
148.0,0.24108958182517232
149.0,-0.14385541949539848
150.0,0.017550277826937688
151.0,-0.14978791718342022
152.0,0.16863973126251586
153.0,-0.1254419686787426
