Time,I
0.0,0.9360629340332166
1.0,0.3215298442827759
2.0,0.5315897691651857
3.0,0.108259125442469
4.0,0.3369759339352226
5.0,0.10353175002934835
6.0,0.2478907899874779
7.0,0.8495707903733611
8.0,0.7177872237942683
9.0,0.3159253039827929
10.0,0.30266399046230275
11.0,0.6896838837434714
12.0,0.5052001191834008
13.0,0.10842931263158093
14.0,0.5427090491114672
15.0,0.2443579853823612
16.0,0.10783596948791273
17.0,0.13348430155271293
18.0,0.4702198354996622
19.0,0.15201442776023463
20.0,0.2640082723194484
21.0,0.36220603388167766
22.0,0.46642561471091926
23.0,0.15904664677298147
24.0,0.12415547107699841
25.0,0.11734584711158148
26.0,0.37723388578877803
27.0,0.5493311868759344
28.0,0.5657923239996114
29.0,0.8326320081153142
30.0,0.2837772395694593
31.0,0.19998435492822966
32.0,0.16034766868074282
33.0,0.13934154456145795
34.0,1.0579457774615841
35.0,0.10074237757484837
36.0,0.3914674143481642
37.0,0.6509646497742391
38.0,0.40637136054148637
39.0,1.0062139297379544
40.0,0.6396892818151222
41.0,0.1901650973223335
42.0,0.41077936555009253
43.0,0.5331852118041519
44.0,0.19723356932733424
45.0,0.2615417247525684
46.0,0.5522922451692215
47.0,0.2420508211871555
48.0,0.42808910506195325
49.0,0.12407533141084288
50.0,0.15426071697223268
51.0,0.6016624834497685
52.0,0.20875815734048275
53.0,0.3397237034880079
54.0,0.30573922589363983
55.0,0.22205049916240174
56.0,0.11110616219394429
57.0,0.18763626102418662
58.0,0.23133064455830393
59.0,0.12473543789449942
60.0,0.14392443997744875
61.0,0.11229537686669576
62.0,1.2574987025227966
63.0,0.20222398606004421
64.0,0.4325127621017392
65.0,0.5890417593479252
66.0,0.5319896685791499
67.0,0.27792735205466246
68.0,0.3378171873965645
69.0,0.21384672960920606
70.0,0.622258399202305
71.0,0.31599118840409474
72.0,0.14642612667875557
73.0,0.34367402363253907
74.0,0.34591739194775784
75.0,0.14677690847038907
76.0,0.6164486130260647
77.0,0.20714598763231098
78.0,0.5061672250255376
79.0,0.16311330062350776
80.0,0.15782218977230478
81.0,0.32329507492572307
82.0,0.3402854989240278
83.0,0.1590574165775735
84.0,0.37923335464288005
85.0,0.3751801270527828
86.0,0.5504703421066492
87.0,0.523040077653945
88.0,0.8229981911564654
89.0,0.19056919962996832
90.0,0.14829537002982812
91.0,0.12778518891555707
92.0,0.15987329565688332
93.0,0.21700660643741998
94.0,0.4803784697386198
95.0,0.33151080933269045
96.0,0.2994511812436987
97.0,0.40045446507523047
98.0,0.1320417979617241
99.0,0.48344238356976665
100.0,0.20872766360553635
101.0,0.34084546583743375
102.0,0.23872258516899836
103.0,0.17000038923958305
104.0,0.10495346302196253
105.0,0.1270367739949944
106.0,0.5638520161372096
107.0,0.1641448874060438
108.0,0.4219044812934146
